#  idx_gal   gal_id   Ngal    Ri_avr(kpc)  size_i(kpc)   sigma_i(km/s)   delta_v    delta_sigma     P_v      P_sigma    Pmin(ds)
    198       198       7       2978.22         15.81        187.91      2.81156      3.73359     0.0380     0.0020     0.0020
    198       198       8       2982.51         15.81        234.14      2.83110      3.56322     0.0620     0.0000     0.0000
    198       198       9       2986.84         15.81        245.97      2.87770      3.63032     0.0580     0.0000     0.0000
    198       198      10       2988.90         15.81        265.20      2.87773      3.61685     0.0840     0.0040     0.0040
    198       198      11       2990.59         15.81        276.45      2.87648      3.65432     0.1100     0.0020     0.0020
    198       198      12       2990.88         15.81        285.04      2.86704      3.70290     0.1300     0.0020     0.0020
    198       198      13       2990.95         15.81        285.50      2.87825      3.81838     0.1220     0.0000     0.0000
    199       199       3       3009.16         15.00         37.15      0.58858      3.62016     0.5940     0.0020     0.0020
    199       199       4       3012.24         15.00         55.99      0.80733      3.85958     0.5280     0.0000     0.0000
    199       199       5       3008.61         15.00         60.78      0.89899      4.14076     0.5720     0.0000     0.0000
    199       199       6       3005.80         15.00         55.19      0.99966      4.46302     0.5540     0.0000     0.0000
    199       199       7       3001.94         15.00        137.59      1.27122      4.10979     0.4960     0.0000     0.0000
    199       199       8       2995.99         15.00        134.91      1.43675      4.34351     0.4260     0.0000     0.0000
    199       199       9       2995.78         15.00        190.76      1.73469      4.08452     0.4000     0.0000     0.0000
    199       199      10       2992.86         15.00        263.86      2.10880      3.62840     0.2720     0.0020     0.0020
    199       199      11       2993.26         15.00        263.26      2.33796      3.77164     0.2120     0.0000     0.0000
    199       199      12       2991.44         15.00        285.23      2.64274      3.70119     0.1760     0.0000     0.0000
    199       199      13       2990.95         15.00        285.50      2.87825      3.81838     0.1140     0.0000     0.0000
    200       200       3       3003.00         15.00         22.65      0.52415      3.70092     0.6340     0.0000     0.0000
    200       200       4       3000.20         15.00         20.42      0.67828      4.07700     0.6320     0.0000     0.0000
    200       200       5       3002.67         15.00         36.48      0.83572      4.30136     0.5900     0.0000     0.0000
    200       200       6       3005.80         15.00         55.19      0.99966      4.46302     0.5500     0.0000     0.0000
    200       200       7       2998.45         15.00         82.86      1.18766      4.51898     0.5400     0.0000     0.0000
    200       200       8       2995.99         15.00        134.91      1.43675      4.34351     0.4480     0.0000     0.0000
    200       200       9       2992.72         15.00        253.11      1.83947      3.57166     0.3400     0.0020     0.0020
    200       200      10       2992.86         15.00        263.86      2.10880      3.62840     0.2940     0.0000     0.0000
    200       200      11       2990.91         15.00        291.26      2.43165      3.52260     0.1980     0.0000     0.0000
    200       200      12       2991.44         15.00        285.23      2.64274      3.70119     0.1960     0.0040     0.0040
    200       200      13       2990.95         15.00        285.50      2.87825      3.81838     0.1400     0.0020     0.0020
    201       201       3       2992.17         12.16         46.80      1.53835      3.56642     0.1200     0.0000     0.0000
    201       201       4       2986.97         12.16         95.77      2.06704      3.61638     0.0460     0.0100     0.0100
    201       201       5       2982.90         12.16        117.89      2.52957      3.76335     0.0280     0.0060     0.0060
    201       201       6       2982.20         12.16        142.20      2.72238      3.84872     0.0420     0.0000     0.0000
    201       201       7       2987.81         12.16        211.75      2.76937      3.55534     0.0280     0.0020     0.0020
    201       201       8       2990.90         12.16        248.38      2.79113      3.45128     0.0580     0.0020     0.0020
    201       201       9       2992.74         12.16        273.65      2.79012      3.40265     0.0780     0.0020     0.0020
    201       201      10       2994.22         12.16        287.25      2.78801      3.42793     0.0880     0.0040     0.0040
    201       201      11       2990.59         12.16        276.45      2.87648      3.65432     0.0920     0.0020     0.0020
    201       201      12       2990.88         12.16        285.04      2.86704      3.70290     0.0860     0.0000     0.0000
    201       201      13       2994.65         12.16        332.99      3.26344      3.36708     0.0660     0.0060     0.0060
    202       202       3        774.83        107.24        275.34      1.90246      2.83193     0.0320     0.0600     0.0320
    202       202       4        758.17        107.24        730.69      1.87115      1.30243     0.0540     0.2920     0.0540
    202       202       5        725.24        107.24        649.84      2.31567      1.75484     0.0280     0.1620     0.0280
    202       202       6        749.84        107.24        598.33      2.72880      2.11077     0.0100     0.0760     0.0100
    202       202       7        768.73        107.24        547.16      3.02927      2.48334     0.0040     0.0560     0.0040
    202       202       8        742.93        107.24        696.78      2.85771      1.84819     0.0120     0.1180     0.0120
